id,key,value,type
447937609,highway,motorway_junction,regular
447937962,highway,motorway_junction,regular
447941725,noexit,yes,regular
448103576,highway,turning_circle,regular
448103577,highway,turning_circle,regular
448764783,highway,bus_stop,regular
448771436,highway,bus_stop,regular
448795779,railway,level_crossing,regular
448795781,highway,traffic_signals,regular
448796998,highway,stop,regular
448796998,surface,paved,regular
450173154,amenity,toilets,regular
451178319,leisure,slipway,regular
451634110,noexit,yes,regular
454746305,name,Motel 6 San Jose South,regular
454746305,tourism,motel,regular
455763180,highway,crossing,regular
455763180,crossing,zebra,regular
456364168,highway,traffic_signals,regular
456486779,highway,turning_circle,regular
456983978,highway,traffic_signals,regular
456983978,lanes:forward,through|through;right,turn
459379341,name,Shell,regular
459379341,amenity,fuel,regular
459379610,name,Chevron,regular
459379610,amenity,fuel,regular
459379984,name,Domino's,regular
459379984,amenity,restaurant,regular
459380662,name,Starbucks,regular
459380662,amenity,cafe,regular
459381575,name,El Buen Gusto Taqueria,regular
459381575,amenity,restaurant,regular
459382303,name,Subway,regular
459382303,amenity,cafe,regular
459382310,name,L&L Hawaiian Barbecue,regular
459382310,amenity,restaurant,regular
459384549,name,Arco,regular
459384549,amenity,fuel,regular
459384571,name,am pm,regular
459384571,shop,convenience,regular
459384683,name,Taco Bell,regular
459384683,amenity,fast_food,regular
459384735,name,McDonald's,regular
459384735,amenity,fast_food,regular
459384735,cuisine,burger,regular
459384735,website,http://www.mcdonalds.com/,regular
459384790,name,Denny's,regular
459384790,amenity,restaurant,regular
459385802,name,Chevron,regular
459385802,amenity,fuel,regular
459385814,name,76,regular
459385814,amenity,fuel,regular
459386148,name,Jack in the Box,regular
459386148,amenity,fast_food,regular
459386235,name,Alum Rock Auto Care,regular
459386235,amenity,fuel,regular
459386252,name,Taco Bell,regular
459386252,amenity,fast_food,regular
459386301,highway,bus_stop,regular
459387514,name,Beacon,regular
459387514,amenity,fuel,regular
459388400,name,Chevron,regular
459388400,amenity,fuel,regular
459818244,highway,turning_circle,regular
459992619,noexit,yes,regular
459993752,highway,turning_circle,regular
459996498,highway,turning_circle,regular
459996552,highway,turning_circle,regular
460289181,amenity,post_box,regular
460289181,operator,USPS,regular
460289183,amenity,post_box,regular
460289183,operator,USPS,regular
461589882,highway,crossing,regular
461589882,crossing,zebra,regular
461671351,name,Lunardi's,regular
461671351,shop,supermarket,regular
461671353,name,CVS,regular
461671353,amenity,pharmacy,regular
461671353,dispensing,yes,regular
461674848,name,AM/PM,regular
461674848,amenity,fuel,regular
461674858,name,Chevron,regular
461674858,brand,Chevron,regular
461674858,amenity,fuel,regular
461674860,name,Mountain Mike's Pizza,regular
461674860,amenity,restaurant,regular
461674864,name,Sushi Factory,regular
461674864,amenity,restaurant,regular
461674867,name,Petco,regular
461674867,shop,department_store,regular
461674867,website,www.petco.com,regular
461674867,operator,Petco,regular
461674867,street,Meridian Avenue,addr
461674867,postcode,95118,addr
461674867,housenumber,4698,addr
461674885,shop,convenience,regular
461674892,name,CVS,regular
461674892,amenity,pharmacy,regular
461837262,highway,turning_circle,regular
461873030,source,Yahoo,regular
461873030,highway,turning_circle,regular
461901703,source,Yahoo,regular
461901703,highway,turning_circle,regular
461902230,source,Yahoo,regular
461902230,highway,turning_circle,regular
461902264,source,Yahoo,regular
461902264,highway,turning_circle,regular
461902345,source,Yahoo,regular
461902345,highway,turning_circle,regular
461902640,source,Yahoo,regular
461902640,highway,turning_circle,regular
461909657,source,Yahoo,regular
461909657,highway,turning_circle,regular
461909924,source,Yahoo,regular
461909924,highway,turning_circle,regular
461910848,source,Yahoo,regular
461910848,highway,turning_circle,regular
461911164,source,Yahoo,regular
461911164,highway,turning_circle,regular
462079856,highway,crossing,regular
462079856,crossing,zebra,regular
462093483,barrier,gate,regular
462125045,barrier,gate,regular
462125609,FIXME,Can't quite tell if these are gates or bollards or what (from aerial photos),regular
462125609,barrier,gate,regular
462133617,barrier,gate,regular
462269601,name,BMC Software,regular
462269601,landuse,commercial,regular
462866888,name,Gunderson High School,regular
462866888,amenity,school,regular
464803485,highway,bus_stop,regular
464804696,name,Saratoga Fire Station,regular
464804696,amenity,fire_station,regular
464804696,operator,Santa Clara County Fire Department,regular
464804696,city,Saratoga,addr
464804696,state,CA,addr
464804696,street,Saratoga Avenue,addr
464804696,postcode,95070,addr
464804696,housenumber,14380,addr
465195191,highway,traffic_signals,regular
465196363,highway,traffic_signals,regular
465196364,highway,traffic_signals,regular
465196504,highway,traffic_signals,regular
465605121,name,24 Hour Fitness,regular
465605121,sport,multi,regular
465605121,leisure,sports_centre,regular
465605123,name,Valley Hi-Tech Automotive Center,regular
465605123,shop,car_repair,regular
465605123,official,http://www.valleyhitech.com/,website
465605127,name,Petco,regular
465605127,shop,pet,regular
465605128,name,Pep Boys,regular
465605128,shop,car_repair,regular
465605128,operator,Pep Boys,regular
465605129,name,Toys R Us,regular
465605129,shop,toys,regular
465959369,name,CreAsian Japanese Cuisine,regular
465959369,amenity,restaurant,regular
465959369,cuisine,sushi,regular
465959369,opening_hours,"Mo 17:00-21:00; Tu-Th 11:30-14:00,17:00-21:00; Fr 11:30-14:00,17:00-21:30; Sa 17:00-21:30; Su off",regular
465961479,name,Simmering Pho Cafe,regular
465961479,amenity,restaurant,regular
466092006,name,Jakes pizza sandwiches,regular
466092006,amenity,fast_food,regular
466092006,cuisine,pizza,regular
466092020,name,Vesler Academy of music and dance,regular
466092020,amenity,college,regular
466092027,name,American kickboxing academy,regular
466092027,amenity,college,regular
466092033,name,Coles liquor,regular
466092033,shop,alcohol,regular
466092039,name,Casa lopez,regular
466092039,amenity,restaurant,regular
466092039,cuisine,mexican,regular
466092045,name,Longhorn restaurant,regular
466092045,amenity,restaurant,regular
466092045,cuisine,american,regular
466092051,name,Thai pepper cuisine,regular
466092051,phone,+1 408 739 7717,regular
